codigo_onibus,codigo_linha,nome_linha,letreiro,distancia_percorrida,hora_requisicao,x,y,hora_gps,ponto_final,hora_final,segundos_deslocamento,geometry,modelo,tem_ar,tecnologia,sem_ar_l_km,sem_ar_kg_km,com_ar_l_km,com_ar_kg_km,emissao_co2
45364,33699,2718-10,METRÔ PENHA - VL. SÍLVIA,503343.7348671386,05:49:00,-46.500213,-23.4931245,2025-10-17 20:56:08-03:00,POINT (346911.6928283265 7401104.318756605),2025-10-17 20:56:08-03:00,109384.0,POINT (346808.0145108963 7401090.168815635),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1209.9880042471145
45365,966,3029-10,METRÔ TATUAPÉ - JD. DAS ROSAS,292311.93460350577,06:44:00,-46.506369500000005,-23.585263,2025-10-17 20:42:38-03:00,POINT (340913.43702517066 7396164.161544401),2025-10-17 20:42:38-03:00,107294.0,POINT (346286.4086474164 7390880.767398723),Básico,True,Básico,0.46,0.386,0.53,0.445,413.80554398276087
45366,33796,3731-10,METRÔ VL. MATILDE - SHOP. ARICANDUVA,318693.99541946186,00:00:00,-46.5171695,-23.538997,2025-10-16 23:58:53-03:00,POINT (345143.3708354584 7395971.957029598),2025-10-16 23:58:53-03:00,-180.0,POINT (345129.9323170548 7395992.358327519),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,766.1084955888443
45368,1028,3731-10,METRÔ VL. MATILDE - SHOP. ARICANDUVA,700516.6181804368,00:00:00,-46.5291255,-23.531472,2025-10-16 23:59:33-03:00,POINT (345203.088963378 7395896.007482902),2025-10-16 23:59:33-03:00,-154.0,POINT (343900.40401263244 7396812.671346825),Padron,True,Padron,0.55,0.462,0.63,0.529,1178.7803289107662
45369,984,3069-10,TERM. SÃO MATEUS - JD. RECANTO VERDE SOL,436831.45718297875,03:29:00,-46.417019,-23.605977,2025-10-17 21:46:59-03:00,POINT (355427.97395019897 7388680.18021805),2025-10-17 21:46:59-03:00,130315.0,POINT (355427.97395019897 7388680.18021805),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1050.0991399221625
45370,1069,3791-10,METRÔ ARTUR ALVIM - SHOP. ARICANDUVA,785359.10513227,06:57:00,-46.51185025,-23.5510685,2025-10-17 23:38:27-03:00,POINT (345735.93973199604 7393570.286143776),2025-10-17 23:38:27-03:00,119976.0,POINT (345687.0921693788 7394661.369342811),Padron,False,Padron,0.55,0.462,0.63,0.529,1153.7317933945615
45371,1647,374V-10,METRÔ ITAQUERA - JD. SANTANA,479178.63615625195,00:00:00,-46.454436,-23.534931,2025-10-17 21:55:28-03:00,POINT (351709.7998879048 7397463.75922218),2025-10-17 21:55:28-03:00,122545.0,POINT (351530.0592395072 7396508.939563414),Básico,True,Básico,0.46,0.386,0.53,0.445,678.3396527018749
45372,1016,372U-10,METRÔ TATUAPÉ - VL. STA. ISABEL,628536.9453439288,00:00:00,-46.556947,-23.562294,2025-10-17 23:18:57-03:00,POINT (343081.8797615128 7394035.294294536),2025-10-17 23:18:57-03:00,140322.0,POINT (341096.853915962 7393369.032808691),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1343.057744810907
45373,934,2721-10,METRÔ ITAQUERA - JD. NAZARÉ,695189.1477981046,00:34:00,-46.4719325,-23.542138,2025-10-16 23:59:23-03:00,POINT (352702.061006385 7401389.611758525),2025-10-16 23:59:23-03:00,84142.0,POINT (349751.9248089045 7395692.671785774),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,742.7400855074949
45374,33822,3763-10,METRÔ TATUAPÉ - TERM. VL. CARRÃO,286381.3648144396,06:05:00,-46.576099,-23.540888,2025-10-17 20:31:00-03:00,POINT (344605.4095235857 7393853.264985746),2025-10-17 20:31:00-03:00,103844.0,POINT (339115.7898233661 7395718.079453858),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,611.9397003354945
45375,33692,2710-10,BURGO PAULISTA - METRÔ PATRIARCA,365218.04392744927,04:52:00,-46.49006375,-23.52483075,2025-10-17 20:48:28-03:00,POINT (346739.73036249704 7397007.003555059),2025-10-17 20:48:28-03:00,114757.0,POINT (347880.9808095291 7397590.038779658),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,829.1727860306844
45376,33805,3737-10,METRÔ GUILHERMINA/ESPERANÇA - SHOP. ARICANDUVA,263474.72097595234,06:35:00,-46.5154295,-23.539384,2025-10-17 19:36:17-03:00,POINT (345376.07182604575 7395896.8664126685),2025-10-17 19:36:17-03:00,107929.0,POINT (345308.0297436698 7395951.382322505),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,330.75826047158125
45377,1026,3729-10,METRÔ CARRÃO - SHOP. ARICANDUVA,526605.0169115762,04:11:00,-46.5052175,-23.564021500000003,2025-10-17 22:52:56-03:00,POINT (346379.2603687101 7393234.159897644),2025-10-17 22:52:56-03:00,134182.0,POINT (346379.2603687101 7393234.159897644),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,998.6590201212821
45378,1028,3731-10,METRÔ VL. MATILDE - SHOP. ARICANDUVA,639988.951850864,00:00:00,-46.516725,-23.539612,2025-10-16 23:59:23-03:00,POINT (345259.61878412764 7395843.9175367635),2025-10-16 23:59:23-03:00,-135.0,POINT (345176.03354323946 7395924.736927901),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,598.2936716377801
45379,33752,3069-10,TERM. SÃO MATEUS - JD. RECANTO VERDE SOL,270962.179910372,03:19:00,-46.4195925,-23.614128,2025-10-16 23:59:23-03:00,POINT (351602.4636825778 7387038.595606601),2025-10-16 23:59:23-03:00,74298.0,POINT (355174.33301250706 7387775.003645339),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,513.8553876038286
45380,1034,3734-10,METRÔ ARTUR ALVIM - CID. LIDER,400571.7599053913,04:16:00,-46.483528,-23.5545965,2025-10-16 23:59:36-03:00,POINT (349613.9227111336 7394511.441233608),2025-10-16 23:59:36-03:00,70867.0,POINT (348582.40336138953 7394300.908361748),Básico,True,Básico,0.46,0.386,0.53,0.445,567.0614004748691
45381,1016,372U-10,METRÔ TATUAPÉ - VL. STA. ISABEL,560068.280492228,06:57:00,-46.537433,-23.5564715,2025-10-17 23:11:24-03:00,POINT (343081.8797615128 7394035.294294536),2025-10-17 23:11:24-03:00,178503.0,POINT (343081.8797615128 7394035.294294536),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,598.3769508778964
45382,33821,3762-10,METRÔ TATUAPÉ - JD. IVA,388749.7504870841,04:47:00,-46.516291,-23.5872125,2025-10-17 22:47:28-03:00,POINT (345293.50070300326 7390174.463184435),2025-10-17 22:47:28-03:00,130201.0,POINT (345276.11997561017 7390654.201147421),Básico,True,Básico,0.46,0.386,0.53,0.445,550.3258092820308
45383,33794,3729-10,METRÔ CARRÃO - SHOP. ARICANDUVA,821674.1719513038,06:03:00,-46.5052175,-23.564021500000003,2025-10-17 20:39:35-03:00,POINT (346090.4700006348 7393242.751682213),2025-10-17 20:39:35-03:00,168005.0,POINT (346379.2603687101 7393234.159897644),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1865.4879562896424
45386,1531,3725-41,VL. ARICANDUVA - METRÔ VL. MATILDE,401056.2040086407,04:11:00,-46.531303,-23.5325795,2025-10-17 23:57:14-03:00,POINT (347610.34350104455 7401246.007228708),2025-10-17 23:57:14-03:00,131553.0,POINT (343679.38828744716 7396687.661861515),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,428.4884483628318
45387,33830,3778-10,METRÔ CARRÃO - JD. STA. TEREZINHA,592695.853448408,05:04:00,-46.563877000000005,-23.538485,2025-10-17 21:40:24-03:00,POINT (340976.6568090607 7396179.328633932),2025-10-17 21:40:24-03:00,119709.0,POINT (340360.6925492694 7395997.836837582),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,474.9271873682092
45388,960,3023-10,PQ. SÃO RAFAEL - SHOP. ARICANDUVA,571107.6823807686,06:05:00,-46.5053735,-23.563608,2025-10-17 22:42:18-03:00,POINT (349769.4482260259 7385603.452437177),2025-10-17 22:42:18-03:00,119618.0,POINT (346362.85563201027 7393279.781057047),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1220.3428957112262
45389,1028,3731-10,METRÔ VL. MATILDE - SHOP. ARICANDUVA,459426.5471548296,00:00:00,-46.516725,-23.539612,2025-10-16 23:59:21-03:00,POINT (345231.8300584587 7395869.593799375),2025-10-16 23:59:21-03:00,-180.0,POINT (345176.03354323946 7395924.736927901),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1043.0590613329673
45390,1062,3778-10,METRÔ CARRÃO - JD. STA. TEREZINHA,612187.2239981535,00:00:00,-46.499721750000006,-23.5726635,2025-10-16 23:59:16-03:00,POINT (348277.844207356 7392580.484339242),2025-10-16 23:59:16-03:00,68317.0,POINT (346950.25590761536 7392283.081440564),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,490.5456225897203
45393,33790,3725-10,VL. DALILA - METRÔ VL. MATILDE,659643.1837584455,00:00:00,-46.526774,-23.535227,2025-10-17 20:51:29-03:00,POINT (343706.8615964933 7396677.600235345),2025-10-17 20:51:29-03:00,121852.0,POINT (344144.9192376599 7396399.421351742),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,828.0962635948397
45395,971,3046-10,METRÔ TATUAPÉ - VL. GUARANI,478298.0191531048,06:53:00,-46.576099,-23.540888,2025-10-17 20:48:07-03:00,POINT (344322.2370044951 7391420.239504282),2025-10-17 20:48:07-03:00,166197.0,POINT (339115.7898233661 7395718.079453858),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,511.01360366317715
45397,1028,3731-10,METRÔ VL. MATILDE - SHOP. ARICANDUVA,892376.3351349924,00:00:00,-46.50465749999999,-23.564287,2025-10-16 23:59:28-03:00,POINT (345231.8300584587 7395869.593799375),2025-10-16 23:59:28-03:00,-143.0,POINT (346436.7310470297 7393205.36043619),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1906.8297529164515
45398,984,3069-10,TERM. SÃO MATEUS - JD. RECANTO VERDE SOL,359501.3645997619,01:30:00,-46.473223,-23.612272,2025-10-17 23:58:23-03:00,POINT (349387.36061060184 7387854.175860211),2025-10-17 23:58:23-03:00,163599.0,POINT (349700.0664329101 7387925.176626195),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,816.1939231190693
45399,1062,3778-10,METRÔ CARRÃO - JD. STA. TEREZINHA,506318.792182933,06:01:00,-46.486423,-23.569554,2025-10-17 23:00:35-03:00,POINT (348304.05772826757 7392641.555470861),2025-10-17 23:00:35-03:00,121585.0,POINT (348304.05772826757 7392641.555470861),Básico,True,Básico,0.46,0.386,0.53,0.445,716.7600717779255
45400,939,2725-10,JD. SÃO CARLOS - METRÔ ARTUR ALVIM,561514.5022013918,00:00:00,-46.473850625,-23.530268375,2025-10-16 23:59:03-03:00,POINT (350020.2242105075 7399510.487606882),2025-10-16 23:59:03-03:00,-180.0,POINT (349542.5976357424 7397005.012623977),Básico,True,Básico,0.46,0.386,0.53,0.445,794.8967747513564
45401,1034,3734-10,METRÔ ARTUR ALVIM - CID. LIDER,622044.4163244293,00:00:00,-46.48255525,-23.54996175,2025-10-17 23:14:20-03:00,POINT (349613.9227111336 7394511.441233608),2025-10-17 23:14:20-03:00,68827.0,POINT (348676.3955260414 7394815.155059711),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1329.1845088020405
45402,971,3046-10,METRÔ TATUAPÉ - VL. GUARANI,484363.36039673263,05:46:00,-46.5255565,-23.580204,2025-10-17 21:52:56-03:00,POINT (344322.2370044951 7391420.239504282),2025-10-17 21:52:56-03:00,107503.0,POINT (344322.2370044951 7391420.239504282),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,608.0552317412462
45403,971,3046-10,METRÔ TATUAPÉ - VL. GUARANI,241232.58970926638,06:01:00,-46.5764615,-23.5409625,2025-10-17 13:13:54-03:00,POINT (343104.8966636297 7391201.062120636),2025-10-17 13:13:54-03:00,80323.0,POINT (339078.871019087 7395709.42284823),Básico,True,Básico,0.46,0.386,0.53,0.445,341.4960909701287
45404,1026,3729-10,METRÔ CARRÃO - SHOP. ARICANDUVA,335892.3100497083,05:10:00,-46.509861,-23.5621165,2025-10-17 10:25:03-03:00,POINT (345876.30885934405 7393459.164717124),2025-10-17 10:25:03-03:00,81580.0,POINT (345903.05239352677 7393440.121298781),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,314.0089260499697
45405,1026,3729-10,METRÔ CARRÃO - SHOP. ARICANDUVA,846060.023565395,00:00:00,-46.5052175,-23.564021500000003,2025-10-16 23:59:08-03:00,POINT (341553.9732106434 7393278.416473223),2025-10-16 23:59:08-03:00,59898.0,POINT (346379.2603687101 7393234.159897644),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,2033.843690648853
45407,1016,372U-10,METRÔ TATUAPÉ - VL. STA. ISABEL,466908.21280296857,03:51:00,-46.537433,-23.5564715,2025-10-17 23:29:15-03:00,POINT (343081.8797615128 7394035.294294536),2025-10-17 23:29:15-03:00,140771.0,POINT (343081.8797615128 7394035.294294536),Básico,True,Básico,0.46,0.386,0.53,0.445,660.9692732902664
45408,971,3046-10,METRÔ TATUAPÉ - VL. GUARANI,331233.8330133147,05:21:00,-46.5255565,-23.580204,2025-10-17 21:14:07-03:00,POINT (344322.2370044951 7391420.239504282),2025-10-17 21:14:07-03:00,124597.0,POINT (344322.2370044951 7391420.239504282),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,796.2530111807072
45409,33711,2728-10,METRÔ PENHA - JD. DO CASTELO,476014.14769320516,04:57:00,-46.5186635,-23.5053585,2025-10-17 21:08:53-03:00,POINT (345270.7721661093 7399799.301230088),2025-10-17 21:08:53-03:00,115700.0,POINT (344937.9893857168 7399715.661649607),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,597.5738805896189
45410,33761,3134-10,METRÔ TAMANDUATEÍ - SHOP. ARICANDUVA,350855.788523934,05:44:00,-46.502797,-23.5638855,2025-10-17 21:34:37-03:00,POINT (346359.28153345326 7393289.5999075845),2025-10-17 21:34:37-03:00,114353.0,POINT (346626.1746681703 7393251.813070621),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,749.7086489179422
45411,960,3023-10,PQ. SÃO RAFAEL - SHOP. ARICANDUVA,1090081.0778378076,03:26:00,-46.5053735,-23.563608,2025-10-17 20:30:28-03:00,POINT (346362.85563201027 7393279.781057047),2025-10-17 20:30:28-03:00,187097.0,POINT (346362.85563201027 7393279.781057047),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,2067.240656822397
45412,33837,3791-10,METRÔ ARTUR ALVIM - SHOP. ARICANDUVA,528440.4836649479,04:32:00,-46.51098,-23.5502975,2025-10-16 23:59:00-03:00,POINT (346444.8617842264 7394906.00478124),2025-10-16 23:59:00-03:00,69807.0,POINT (345775.0319387326 7394747.681763616),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,494.01258615417646
45413,33802,3734-10,METRÔ ARTUR ALVIM - CID. LIDER,537328.8298047938,00:00:00,-46.472831,-23.552886,2025-10-16 23:59:12-03:00,POINT (349925.2168815556 7394094.778607829),2025-10-16 23:59:12-03:00,-135.0,POINT (349672.42146076565 7394501.5770421),Básico,False,Básico,0.46,0.386,0.53,0.445,660.194440027958
45414,1034,3734-10,METRÔ ARTUR ALVIM - CID. LIDER,87916.80558318605,07:52:00,-46.4842785,-23.5410875,2025-10-17 20:39:04-03:00,POINT (344280.47478235466 7400575.449477461),2025-10-17 20:39:04-03:00,22931.0,POINT (348490.3057197506 7395796.006060117),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,82.18902569944147
45415,33705,2723-10,METRÔ ITAQUERA - UNIÃO DE VL. NOVA,604662.3026699967,05:22:00,-46.463619,-23.487495,2025-10-17 22:46:40-03:00,POINT (350538.97239300347 7401752.073741261),2025-10-17 22:46:40-03:00,126162.0,POINT (350538.97239300347 7401752.073741261),Básico,True,Básico,0.46,0.386,0.53,0.445,855.9780955287275
45416,943,2728-10,METRÔ PENHA - JD. DO CASTELO,476318.3512162996,04:48:00,-46.5179435,-23.505562,2025-10-16 23:58:58-03:00,POINT (345533.92142158083 7400157.624006173),2025-10-16 23:58:58-03:00,68932.0,POINT (345011.7544279638 7399693.904661328),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1017.797052878989
45417,1044,3745-10,METRÔ TATUAPÉ - JD. IMPERADOR,420346.6915047951,04:41:00,-46.5006235,-23.58888,2025-10-17 23:20:47-03:00,POINT (346877.0348546687 7390486.401111806),2025-10-17 23:20:47-03:00,131924.0,POINT (346877.0348546687 7390486.401111806),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1010.471411708377
45418,1354,3737-31,CIRCULAR - METRÔ GUILHERMINA/ESPERANÇA ,540803.0842070731,00:00:00,-46.51745699999999,-23.5306065,2025-10-17 23:12:36-03:00,POINT (344933.4874191624 7396449.655075826),2025-10-17 23:12:36-03:00,135907.0,POINT (345090.75197086204 7396921.160463176),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1300.036534125383
45419,1053,3762-10,METRÔ TATUAPÉ - JD. IVA,526321.5282156605,00:00:00,-46.54794187499999,-23.5497245,2025-10-17 21:27:09-03:00,POINT (345293.50070300326 7390174.463184435),2025-10-17 21:27:09-03:00,113166.0,POINT (342001.04516364174 7394770.8782376405),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,660.7282568760937
45420,1022,3725-10,VL. DALILA - METRÔ VL. MATILDE,365505.55375011987,05:58:00,-46.526201,-23.536759,2025-10-17 23:55:19-03:00,POINT (343706.8615964933 7396677.600235345),2025-10-17 23:55:19-03:00,128530.0,POINT (344205.2262457975 7396230.399075976),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,829.8255339565846
45421,33794,3729-10,METRÔ CARRÃO - SHOP. ARICANDUVA,582578.2481220416,05:34:00,-46.5052175,-23.564021500000003,2025-10-17 23:09:27-03:00,POINT (346379.2603687101 7393234.159897644),2025-10-17 23:09:27-03:00,124968.0,POINT (346379.2603687101 7393234.159897644),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,466.8199502201919
45422,33716,2733-10,METRÔ ITAQUERA - PQ. GUARANI,376595.8416804941,01:15:00,-46.46208975,-23.515818,2025-10-16 23:59:35-03:00,POINT (340391.5596078584 7396004.430662375),2025-10-16 23:59:35-03:00,81716.0,POINT (350727.0805043975 7398617.414136162),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,714.1801201213058
45423,934,2721-10,METRÔ ITAQUERA - JD. NAZARÉ,520609.72491497063,03:11:00,-46.4509655,-23.529028,2025-10-17 23:06:50-03:00,POINT (351620.09202614496 7396496.286061547),2025-10-17 23:06:50-03:00,139340.0,POINT (351877.7721158073 7397166.176003749),Padron,True,Padron,0.55,0.462,0.63,0.529,876.0456024061684
45424,1016,372U-10,METRÔ TATUAPÉ - VL. STA. ISABEL,606350.0812502763,06:12:00,-46.537433,-23.5564715,2025-10-17 21:57:23-03:00,POINT (343081.8797615128 7394035.294294536),2025-10-17 21:57:23-03:00,173484.0,POINT (343081.8797615128 7394035.294294536),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,761.1937014991593
45426,1016,372U-10,METRÔ TATUAPÉ - VL. STA. ISABEL,530191.7675806191,00:00:00,-46.576965,-23.541065,2025-10-17 22:28:57-03:00,POINT (343073.97252169077 7393968.207161642),2025-10-17 22:28:57-03:00,141980.0,POINT (339027.59094463376 7395697.507255033),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,1062.1066584058751
45427,33794,3729-10,METRÔ CARRÃO - SHOP. ARICANDUVA,624880.0584633378,05:07:00,-46.5052175,-23.564021500000003,2025-10-17 23:44:07-03:00,POINT (346379.2603687101 7393234.159897644),2025-10-17 23:44:07-03:00,133474.0,POINT (346379.2603687101 7393234.159897644),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1418.6964407322391
45428,1054,3763-10,METRÔ TATUAPÉ - TERM. VL. CARRÃO,484594.65713632904,06:24:00,-46.522529000000006,-23.558262,2025-10-17 20:33:21-03:00,POINT (344605.4095235857 7393853.264985746),2025-10-17 20:33:21-03:00,159446.0,POINT (344605.4095235857 7393853.264985746),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1164.9170962900214
45429,1034,3734-10,METRÔ ARTUR ALVIM - CID. LIDER,687616.7877739774,04:51:00,-46.473403000000005,-23.5527915,2025-10-17 20:38:24-03:00,POINT (349613.9227111336 7394511.441233608),2025-10-17 20:38:24-03:00,182081.0,POINT (349613.9227111336 7394511.441233608),Básico,True,Básico,0.46,0.386,0.53,0.445,973.4109532764755
45430,1069,3791-10,METRÔ ARTUR ALVIM - SHOP. ARICANDUVA,825303.7774724152,00:00:00,-46.5023285,-23.5456295,2025-10-16 23:59:27-03:00,POINT (348481.4691948187 7395752.059712524),2025-10-16 23:59:27-03:00,61107.0,POINT (346652.8091966219 7395273.867496436),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1763.5091117030568
45432,33741,3053-10,METRÔ BELÉM - JD. ITÁPOLIS,674504.3654852511,04:33:00,-46.494721,-23.584505,2025-10-16 23:58:57-03:00,POINT (341686.5902451752 7392474.323607939),2025-10-16 23:58:57-03:00,69703.0,POINT (347474.3587954459 7390977.163890269),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1621.441044189995
45433,1028,3731-10,METRÔ VL. MATILDE - SHOP. ARICANDUVA,834550.0865058277,00:00:00,-46.51618425,-23.54011525,2025-10-16 23:59:09-03:00,POINT (345391.7673292353 7395566.039400155),2025-10-16 23:59:09-03:00,-136.0,POINT (345231.8300584587 7395869.593799375),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1783.2666248456526
45434,33794,3729-10,METRÔ CARRÃO - SHOP. ARICANDUVA,611580.8988680146,04:52:00,-46.5627705,-23.5382715,2025-10-17 20:22:00-03:00,POINT (346379.2603687101 7393234.159897644),2025-10-17 20:22:00-03:00,128939.0,POINT (340473.40480277536 7396022.710188407),Básico,False,Básico,0.46,0.386,0.53,0.445,751.4249872031747
45435,1016,372U-10,METRÔ TATUAPÉ - VL. STA. ISABEL,372520.7841225993,05:04:00,-46.537433,-23.5564715,2025-10-17 21:17:02-03:00,POINT (343081.8797615128 7394035.294294536),2025-10-17 21:17:02-03:00,120245.0,POINT (343081.8797615128 7394035.294294536),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,845.7525622327432
45436,1053,3762-10,METRÔ TATUAPÉ - JD. IVA,394469.29325990204,05:52:00,-46.5164375,-23.577033,2025-10-17 22:55:31-03:00,POINT (345139.8933463204 7391589.815354217),2025-10-17 22:55:31-03:00,122710.0,POINT (345249.23027547856 7391781.264348585),Básico,True,Básico,0.46,0.386,0.53,0.445,558.4225656175151
45437,33822,3763-10,METRÔ TATUAPÉ - TERM. VL. CARRÃO,427779.0069262228,04:56:00,-46.576099,-23.540888,2025-10-16 23:59:31-03:00,POINT (339087.42631449585 7395711.399627997),2025-10-16 23:59:31-03:00,68465.0,POINT (339115.7898233661 7395718.079453858),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,342.77931824998234
45438,1037,3737-10,METRÔ GUILHERMINA/ESPERANÇA - SHOP. ARICANDUVA,504788.51492630446,00:00:00,-46.5181355,-23.530964,2025-10-17 21:35:04-03:00,POINT (345558.3932945995 7395752.910509266),2025-10-17 21:35:04-03:00,115752.0,POINT (345021.8952115878 7396880.8402737),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,471.90154317885566
45439,1037,3737-10,METRÔ GUILHERMINA/ESPERANÇA - SHOP. ARICANDUVA,312005.6305762098,05:57:00,-46.508646,-23.549547500000003,2025-10-17 23:58:15-03:00,POINT (345465.9224801593 7395872.869510252),2025-10-17 23:58:15-03:00,161624.0,POINT (346012.4259835966 7394833.241342949),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,625.0252794517922
45440,948,2733-10,METRÔ ITAQUERA - PQ. GUARANI,481477.78660456353,05:21:00,-46.454824,-23.523254,2025-10-17 21:48:11-03:00,POINT (351528.0174261353 7396579.406843333),2025-10-17 21:48:11-03:00,188625.0,POINT (351477.33638572285 7397801.551410813),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1157.4244512187104
45442,993,3134-10,METRÔ TAMANDUATEÍ - SHOP. ARICANDUVA,411944.1130755216,05:20:00,-46.5054075,-23.563519,2025-10-17 20:59:40-03:00,POINT (346359.28153345326 7393289.5999075845),2025-10-17 20:59:40-03:00,112720.0,POINT (346359.28153345326 7393289.5999075845),Padron,False,Padron,0.55,0.462,0.63,0.529,605.166499313595
45443,923,2709-31,VL. UNIÃO - METRÔ PATRIARCA,342897.7068073959,03:33:00,-46.4991895,-23.52845525,2025-10-16 23:59:36-03:00,POINT (348614.59006791294 7397848.390222879),2025-10-16 23:59:36-03:00,73403.0,POINT (346953.3902732715 7397178.982376382),Básico,False,Básico,0.46,0.386,0.53,0.445,421.304696445975
45444,1069,3791-10,METRÔ ARTUR ALVIM - SHOP. ARICANDUVA,753214.1771034693,05:30:00,-46.511223625,-23.559079500000003,2025-10-17 21:30:08-03:00,POINT (346071.8641658858 7393271.903597594),2025-10-17 21:30:08-03:00,178429.0,POINT (345760.4139096 7393774.954267304),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,804.7340268173465
45445,960,3023-10,PQ. SÃO RAFAEL - SHOP. ARICANDUVA,946815.1058213185,05:53:00,-46.5053735,-23.563608,2025-10-17 23:51:01-03:00,POINT (349769.4482260259 7385603.452437177),2025-10-17 23:51:01-03:00,144044.0,POINT (346362.85563201027 7393279.781057047),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,885.1301016770594
45446,942,2727-10,CONJ. A. E. CARVALHO - METRÔ ARTUR ALVIM,527948.5444372593,00:00:00,-46.483096,-23.540153,2025-10-16 23:59:05-03:00,POINT (348609.9594089848 7395900.734727155),2025-10-16 23:59:05-03:00,-180.0,POINT (348609.9594089848 7395900.734727155),Básico,False,Básico,0.46,0.386,0.53,0.445,648.669258608283
45448,1016,372U-10,METRÔ TATUAPÉ - VL. STA. ISABEL,369088.46640542976,07:26:00,-46.5764615,-23.5409625,2025-10-17 22:38:49-03:00,POINT (339151.0794007573 7395726.330439886),2025-10-17 22:38:49-03:00,108492.0,POINT (339078.871019087 7395709.42284823),Padron,True,Padron,0.55,0.462,0.63,0.529,621.0762350744088
45449,33716,2733-10,METRÔ ITAQUERA - PQ. GUARANI,301632.1274362121,04:05:00,-46.4541555,-23.520696,2025-10-16 23:59:18-03:00,POINT (350710.48374542315 7398630.146688286),2025-10-16 23:59:18-03:00,71782.0,POINT (351542.7237567818 7398085.494408913),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,644.527529905698
45451,33830,3778-10,METRÔ CARRÃO - JD. STA. TEREZINHA,410818.22350172506,04:56:00,-46.563877000000005,-23.538485,2025-10-17 21:35:56-03:00,POINT (340708.13563558017 7396115.80277004),2025-10-17 21:35:56-03:00,133284.0,POINT (340360.6925492694 7395997.836837582),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,329.1886424919323
